,Unnamed: 0,#Id,age,age_68L,age_68U,age_95L,age_95U,mass,mass_68L,mass_68U,mass_95L,mass_95U,logg,logg_68L,logg_68U,logg_95L,logg_95U,rad,rad_68L,rad_68U,rad_95L,rad_95U,logrho,logrho_68L,logrho_68U,logrho_95L,logrho_95U,mbol,mbol_68L,mbol_68U,mbol_95L,mbol_95U,Kepler,Kepler_68L,Kepler_68U,Kepler_95L,Kepler_95U,g,g_68L,g_68U,g_95L,g_95U,r,r_68L,r_68U,r_95L,r_95U,i,i_68L,i_68U,i_95L,i_95U,z,z_68L,z_68U,z_95L,z_95U,DDO51_finf,DDO51_finf_68L,DDO51_finf_68U,DDO51_finf_95L,DDO51_finf_95U,M_j,J_68L,J_68U,J_95L,J_95U,M_h,H_68L,H_68U,H_95L,H_95U,M_ks,Ks_68L,Ks_68U,Ks_95L,Ks_95U,W1,W1_68L,W1_68U,W1_95L,W1_95U,W2,W2_68L,W2_68U,W2_95L,W2_95U,W3,W3_68L,W3_68U,W3_95L,W3_95U,W4,W4_68L,W4_68U,W4_95L,W4_95U,Av,Av_68L,Av_68U,Av_95L,Av_95U,mu0,mu0_68L,mu0_68U,mu0_95L,mu0_95U,dist,dist_68L,dist_68U,dist_95L,dist_95U,nfil,fils,nmx,nmx_err,dnu,dnu_err,Teff,Teff_err,Glat,Glon,feh,feh_err,alpha,m_seismo,logAge,B,BDnu,Bnumax,Nseismo,S,SDnu,Snumax,Y,YDnu,Ynumax,e_BDnu,e_Bnumax,e_SDnu,e_Snumax,e_YDnu,e_Ynumax,Z,Aks,Ks,Aj,J,Ah,H,L,logL,logT,sig_M,est_type
342,,212495315,2.4157,1.8829,7.808,1.467,22.2893,1.4399,0.9844,1.5434,0.7389,1.6816,2.5022,2.4868,2.5168,2.4712,2.5305,10.9473,9.0953,11.1801,7.9704,11.661,-2.9684,-2.9892,-2.9019,-3.0083,-2.8499,0.2367,0.1295,0.7343,0.0149,1.0733,0.2995,0.1773,0.8322,0.0567,1.1909,0.989,0.8172,1.5411,0.6708,1.9357,0.2304,0.1126,0.771,-0.0066,1.1297,0.0015,-0.1057,0.52,-0.2198,0.8669,-0.1159,-0.2138,0.3855,-0.3235,0.723,0.7035,0.5401,1.2529,0.4003,1.6466,-1.1644,-1.2426,-0.6857,-1.3449,-0.3644,-1.6685,-1.7293,-1.2284,-1.8272,-0.925,-1.7416,-1.7996,-1.3046,-1.8961,-1.004,-1.7775,-1.8323,-1.3413,-1.9286,-1.0414,-1.718,-1.7822,-1.2885,-1.8797,-0.9868,-1.8074,-1.8637,-1.3756,-1.9598,-1.0765,-1.817,-1.874,-1.3885,-1.9699,-1.0901,0.4102,0.3211,0.4965,0.2209,0.585,12.6565,12.6218,12.6962,12.5873,12.7472,3398.577,3344.6975,3461.3203,3292.0047,3543.5166,6,griJHKs,39.75,1.3306,4.602,0.2058,4867,100,49.691,311.151,-0.435,0.2,-99.9,1.2226703131,9.3830429993,1,4.602,39.75,3,1,4.25,39.7,1,4.66,40.8,0.079,0.98,0.08,1.89,0.19,0.9,2.6139213379,0.0467628,10.9616628,0.1156764,11.6077764,0.077938,11.065938,2.3189765337e+28,1.78232442482,3.68726134624,0.44083216761,RGB
343,,212496254,5.0317,2.8775,9.1612,1.7985,16.1883,1.2039,1.0199,1.4103,0.8836,1.6191,2.9758,2.9652,2.9861,2.9551,2.996,5.784,5.3536,6.2308,5.0138,6.6518,-2.2248,-2.2551,-2.1942,-2.2829,-2.1684,1.6578,1.4544,1.868,1.2831,2.0683,1.7301,1.513,1.9556,1.3322,2.1753,2.4436,2.195,2.7008,1.9895,2.9542,1.6594,1.4427,1.8849,1.2619,2.1046,1.4245,1.217,1.6404,1.0428,1.8479,1.3032,1.103,1.5112,0.9343,1.7091,2.1772,1.9284,2.4376,1.7237,2.6974,0.2441,0.0567,0.4399,-0.1039,0.6204,-0.2708,-0.445,-0.0891,-0.5961,0.0722,-0.3472,-0.5196,-0.1677,-0.669,-0.0101,-0.3814,-0.5527,-0.2025,-0.7021,-0.0462,-0.3205,-0.4938,-0.1399,-0.6436,0.0206,-0.4096,-0.5808,-0.2312,-0.7293,-0.0746,-0.419,-0.5894,-0.2409,-0.7382,-0.085,0.3352,0.098,0.5733,-0.1321,0.7965,9.0629,8.9174,9.2012,8.7856,9.3294,649.5003,607.4005,692.2053,571.6495,734.3058,6,griJHKs,119.84,2.5807,9.954,0.3899,4757,100,48.961,317.44,-0.377,0.2,-99.9,1.4791321915,9.7017147397,1,9.954,119.84,3,1,10.56,120.73,1,10.48,118.6,0.123,2.1,0.19,5.72,0.37,1.5,0.5158695884,0.0382128,8.7539128,0.0945264,9.4015264,0.063688,8.855788,5.90780434492e+27,1.18845417478,3.67733315142,0.248881517996,RGB
344,,212496557,6.4617,3.5235,11.9221,2.0261,20.6323,1.0651,0.9022,1.2656,0.772,1.4906,2.8068,2.7936,2.82,2.781,2.8322,6.612,6.1291,7.1538,5.7154,7.7078,-2.4523,-2.4829,-2.4228,-2.5127,-2.3962,1.3512,1.1416,1.5589,0.945,1.7378,1.4245,1.2036,1.6462,0.9969,1.8386,2.106,1.8595,2.3574,1.6299,2.5811,1.3597,1.1391,1.581,0.9331,1.7731,1.1254,0.9128,1.3373,0.7136,1.5213,1.0041,0.7977,1.2081,0.6043,1.3861,1.8326,1.5886,2.083,1.3617,2.3093,-0.0478,-0.2432,0.1433,-0.4265,0.3115,-0.5642,-0.7473,-0.3868,-0.9202,-0.2277,-0.6373,-0.8187,-0.4618,-0.9895,-0.3036,-0.6716,-0.852,-0.497,-1.0225,-0.339,-0.6194,-0.8018,-0.4429,-0.9733,-0.2854,-0.7027,-0.8828,-0.5287,-1.0525,-0.3717,-0.7144,-0.8943,-0.5405,-1.0641,-0.3841,0.2688,0.03,0.504,-0.1899,0.7209,9.7961,9.6549,9.9403,9.5315,10.0712,910.3806,853.0603,972.8662,805.9324,1033.3511,6,griJHKs,81.26,2.2841,7.74,0.2715,4809,100,49.217,315.705,-0.523,0.2,-99.9,1.282156928,9.810346791,1,7.74,81.26,3,1,7.75,81.19,1,7.62,81.6,0.106,1.63,0.23,11.68,0.25,1.6,0.7149418653,0.0306432,9.1894432,0.0758016,9.8241016,0.051072,9.282972,8.0634654181e+27,1.32354979862,3.68205477707,0.252400891441,RGB
345,,212497160,6.8874,2.6313,15.8111,1.0362,29.6292,0.9558,0.748,1.2568,0.6302,1.6759,2.6506,2.6376,2.6635,2.6246,2.6757,7.5004,6.6675,8.556,6.1417,9.8352,-2.6638,-2.7183,-2.615,-2.7753,-2.578,0.8933,0.57,1.1801,0.2273,1.3768,0.9569,0.627,1.249,0.2778,1.4487,1.5026,1.156,1.8098,0.7893,2.0211,0.9072,0.577,1.1995,0.2281,1.3993,0.6936,0.3705,0.98,0.0289,1.1762,0.5878,0.2701,0.8697,-0.0661,1.0634,1.2548,0.9145,1.5564,0.5547,1.7629,-0.4129,-0.7222,-0.1381,-1.0491,0.0508,-0.8836,-1.1829,-0.6171,-1.4995,-0.4327,-0.9477,-1.2448,-0.683,-1.5594,-0.4995,-0.9816,-1.2776,-0.718,-1.5904,-0.5352,-0.9755,-1.2726,-0.7108,-1.587,-0.5274,-1.0211,-1.3163,-0.7579,-1.6287,-0.5754,-1.0419,-1.3371,-0.7787,-1.6493,-0.5962,-0.0237,-0.3434,0.3056,-0.6314,0.6242,12.4697,12.2645,12.6853,12.0738,12.8993,3118.4969,2837.239,3444.0535,2598.7266,3800.7447,6,griJHKs,54.86,1.5729,6.119,0.3896,5181,100,49.591,312.638,-1.305,0.2,-99.9,1.1294275883,9.8380553063,1,6.119,54.86,3,1,6.15,54.7,1,6.15,54.8,0.086,1.29,0.24,4.05,0.38,0.9,2.3970701724,-0.0027018,11.5192982,-0.0066834,12.0501166,-0.004503,11.581597,1.39784864263e+28,1.56248821997,3.71441359229,0.397912678863,RGB
346,,212497443,16.6023,8.3332,29.0372,4.3208,37.5222,0.7831,0.6654,0.9505,0.6173,1.153,2.2933,2.2743,2.3122,2.2557,2.33,10.2412,9.5411,11.1893,9.1628,12.1823,-3.1581,-3.1938,-3.1255,-3.2298,-3.0978,0.5216,0.2758,0.6927,0.0511,0.7921,0.6373,0.369,0.8148,0.1239,0.9254,1.3564,1.0748,1.5457,0.7863,1.6885,0.5798,0.3072,0.7577,0.0615,0.8668,0.3171,0.0582,0.491,-0.1737,0.5937,0.1734,-0.0743,0.3443,-0.2966,0.4426,1.0599,0.7806,1.2478,0.501,1.3896,-0.9089,-1.1418,-0.7421,-1.3502,-0.6526,-1.469,-1.6792,-1.3082,-1.8738,-1.2212,-1.5472,-1.7554,-1.387,-1.9483,-1.3,-1.5854,-1.7924,-1.4256,-1.9848,-1.3385,-1.5348,-1.7396,-1.3762,-1.9324,-1.2904,-1.6221,-1.8271,-1.4631,-2.0189,-1.3764,-1.6362,-1.8399,-1.4778,-2.0307,-1.3918,-0.0251,-0.304,0.2859,-0.5676,0.6413,9.1289,8.9958,9.2936,8.8923,9.472,669.5461,629.7346,722.3202,600.4158,784.143,5,riJHKs,24.64,1.244,3.481,0.1472,4757,100,48.953,317.655,-0.681,0.2,-99.9,0.8596034522,10.2201682572,1,3.481,24.64,3,1,3.37,24.36,1,3.5,25.9,0.069,0.74,0.04,2.35,0.13,1.0,0.5308926021,-0.0028614,7.5788386,-0.0070782,8.2129218,-0.004769,7.655131,1.8521289939e+28,1.68469930129,3.67733315142,0.262699980967,RC
347,,212497739,6.3807,4.407,11.6339,2.313,26.5247,1.0367,0.8881,1.1576,0.6972,1.4315,2.3859,2.3695,2.4022,2.3561,2.417,10.5925,9.9444,11.0399,8.7527,12.241,-3.0774,-3.0964,-3.0522,-3.1361,-2.9967,0.3263,0.2062,0.5529,-0.0149,0.8829,0.3962,0.2651,0.651,0.0445,1.0044,1.0858,0.914,1.385,0.691,1.7468,0.3299,0.2017,0.5872,-0.0191,0.9451,0.0959,-0.024,0.3349,-0.245,0.6794,-0.0251,-0.1384,0.2,-0.36,0.5331,0.7966,0.633,1.0914,0.4115,1.4528,-1.0777,-1.1783,-0.8759,-1.4004,-0.556,-1.5902,-1.6831,-1.4222,-1.9052,-1.1219,-1.6633,-1.7549,-1.5006,-1.9774,-1.2012,-1.6987,-1.7895,-1.538,-2.0122,-1.2393,-1.6428,-1.7377,-1.4809,-1.9602,-1.186,-1.7311,-1.8221,-1.5718,-2.0446,-1.2756,-1.7412,-1.8333,-1.5838,-2.056,-1.2896,0.2805,0.1863,0.3741,0.0605,0.4837,11.8867,11.8421,11.9272,11.7816,11.9775,2384.2142,2335.7519,2429.1203,2271.5529,2486.0175,6,griJHKs,30.95,1.0781,3.847,0.2227,4813,100,49.743,311.148,-0.531,0.2,-99.9,1.1622763848,9.804868326,1,3.847,30.95,3,1,3.89,30.55,1,3.89,31.0,0.074,0.82,0.01,2.06,0.21,0.7,1.8432136876,0.031977,10.255377,0.079101,10.888101,0.053295,10.349795,2.0763345072e+28,1.73432539258,3.68241586168,0.18671328287,RC
348,,212498250,6.6816,2.8995,15.6178,1.2936,29.4164,1.0118,0.7966,1.2922,0.6704,1.6595,2.7375,2.7254,2.7495,2.714,2.7609,6.9803,6.2261,7.8491,5.7338,8.8532,-2.5452,-2.5938,-2.4986,-2.6443,-2.4627,1.1816,0.89,1.4671,0.5876,1.6774,1.2485,0.9461,1.545,0.6333,1.7649,1.889,1.5676,2.2062,1.2295,2.4467,1.1885,0.8857,1.4855,0.573,1.7051,0.9601,0.665,1.2494,0.3605,1.4626,0.844,0.5547,1.1269,0.2572,1.3346,1.6173,1.2996,1.931,0.968,2.169,-0.1924,-0.4715,0.0806,-0.7587,0.2793,-0.6972,-0.9643,-0.4362,-1.2387,-0.2476,-0.7662,-1.0314,-0.5069,-1.3045,-0.3197,-0.7998,-1.0642,-0.5414,-1.336,-0.3549,-0.7593,-1.0245,-0.5004,-1.2971,-0.3125,-0.8332,-1.0969,-0.5757,-1.3676,-0.3898,-0.8473,-1.1103,-0.5902,-1.3812,-0.4041,0.3279,0.0068,0.6502,-0.2807,0.9508,10.8189,10.6113,11.0236,10.4209,11.2077,1458.0749,1325.1477,1602.1991,1213.8654,1743.9769,6,griJHKs,68.65,1.7368,6.743,0.3998,4875,100,49.292,315.424,-0.728,0.2,-99.9,1.3698194315,9.8248804727,1,6.743,68.65,3,1,6.69,69.28,1,6.8,68.6,0.088,1.42,0.56,5.74,0.39,1.0,1.1300744688,0.0373806,10.0900806,0.0924678,10.7189678,0.062301,10.184001,9.49037964933e+27,1.39431165701,3.68797462003,0.370900970611,RGB
349,,212498743,6.5848,2.6458,15.8787,1.2701,30.1121,1.0327,0.8085,1.3523,0.6764,1.7657,2.6019,2.588,2.6157,2.5745,2.6287,8.2432,7.3452,9.3732,6.746,10.6733,-2.7534,-2.8065,-2.7065,-2.8605,-2.6691,0.8994,0.5809,1.1907,0.2144,1.4003,0.9832,0.6519,1.2882,0.2584,1.508,1.6672,1.3143,1.9959,0.8996,2.2376,0.9216,0.5897,1.2272,0.1918,1.4471,0.6802,0.3568,0.9769,-0.0236,1.1904,0.5533,0.2366,0.8431,-0.1288,1.0515,1.3856,1.0358,1.7124,0.625,1.9536,-0.5044,-0.8101,-0.2264,-1.1542,-0.0258,-1.0315,-1.3239,-0.7676,-1.6357,-0.5757,-1.1052,-1.3958,-0.8432,-1.7047,-0.6526,-1.1407,-1.4303,-0.8794,-1.7376,-0.6893,-1.0912,-1.3815,-0.8292,-1.6863,-0.6382,-1.1742,-1.463,-0.9137,-1.767,-0.7239,-1.187,-1.4755,-0.9271,-1.7779,-0.7375,0.2812,-0.0412,0.6045,-0.3367,0.9306,11.2759,11.08,11.4818,10.8813,11.6768,1799.6395,1644.3803,1978.6005,1500.5532,2164.5603,6,griJHKs,50.75,1.5089,5.336,0.3113,4801,100,49.319,315.298,-0.615,0.2,-99.9,1.3792240503,9.8185425887,1,5.336,50.75,3,1,5.37,51.06,1,5.46,49.6,0.083,1.13,0.16,2.32,0.3,1.0,1.3890379832,0.0320568,10.2027568,0.0792984,10.8507984,0.053428,10.297828,1.24496008471e+28,1.51218349842,3.68133170597,0.391270187978,RGB
350,,212498968,20.5113,11.6356,31.4111,6.0003,37.3325,0.7071,0.6309,0.8312,0.6019,1.0059,2.2132,2.1975,2.2289,2.1819,2.2438,10.6858,10.1336,11.5252,9.8187,12.5979,-3.257,-3.2902,-3.2282,-3.3268,-3.2031,0.3733,0.1992,0.5034,-0.0189,0.5874,0.4787,0.3008,0.6139,0.0754,0.7068,1.1544,0.9681,1.3033,0.7264,1.4258,0.426,0.2479,0.561,0.0224,0.6519,0.1692,-0.0061,0.3007,-0.2262,0.3864,0.0311,-0.1423,0.1599,-0.3583,0.2417,0.8608,0.6773,1.0067,0.4402,1.1254,-1.0317,-1.2024,-0.9079,-1.4109,-0.8348,-1.5746,-1.7422,-1.4555,-1.9431,-1.3883,-1.6493,-1.8165,-1.5311,-2.0161,-1.4631,-1.6873,-1.8541,-1.5694,-2.0531,-1.501,-1.6547,-1.8207,-1.5353,-2.021,-1.4655,-1.7276,-1.8939,-1.6098,-2.0924,-1.5413,-1.7448,-1.9106,-1.6267,-2.1091,-1.5581,0.3866,0.2327,0.5352,0.0808,0.6955,12.2638,12.1735,12.3706,12.1065,12.4885,2836.3682,2720.838,2979.2829,2638.1075,3145.5949,6,griJHKs,20.83,0.8201,3.032,0.1472,4627,100,49.737,311.516,-1.256,0.2,-99.9,0.8655510305,10.3119931867,1,3.032,20.83,2,0,-99.9,-99.9,1,2.91,21.3,0.069,0.65,-99.9,-99.9,0.13,0.5,2.1874281288,0.0440724,10.6585724,0.1090212,11.3411212,0.073454,10.762654,1.80488281801e+28,1.67347708149,3.6652994995,0.204761031449,RC
351,,212499036,6.7784,3.1531,14.9099,1.6601,28.0731,0.9521,0.7553,1.1885,0.6362,1.451,2.3711,2.3508,2.3909,2.3313,2.4094,10.3106,9.3231,11.4048,8.658,12.463,-3.0806,-3.1198,-3.0438,-3.1558,-3.0125,0.2645,-0.0399,0.5157,-0.2689,0.6954,0.3411,0.0168,0.5978,-0.2249,0.7813,0.912,0.5529,1.1847,0.2738,1.3819,0.2929,-0.0329,0.5493,-0.2752,0.7325,0.0654,-0.2418,0.3162,-0.4706,0.4955,-0.0508,-0.3439,0.1956,-0.5644,0.3719,0.6539,0.3073,0.9202,0.044,1.1116,-1.066,-1.3385,-0.8268,-1.5475,-0.6551,-1.5538,-1.8017,-1.3228,-2.0008,-1.1563,-1.6212,-1.8641,-1.3922,-2.0618,-1.2267,-1.6568,-1.897,-1.4287,-2.0938,-1.2635,-1.652,-1.8933,-1.4226,-2.0904,-1.2564,-1.6986,-1.937,-1.4712,-2.1333,-1.3063,-1.7198,-1.9577,-1.4924,-2.154,-1.3275,0.1122,-0.1716,0.4193,-0.4244,0.7436,12.6621,12.4793,12.8653,12.3158,13.0472,3407.3109,3132.3398,3741.6329,2905.1549,4068.5983,6,griJHKs,29.19,1.3601,3.775,0.1561,5068,100,47.23,326.126,-1.49,0.2,-99.9,1.1362706185,9.8311271934,1,3.775,29.19,3,1,3.93,29.47,1,3.8,30.1,0.069,0.8,0.73,6.07,0.14,1.1,2.5219960809,0.0127908,11.0536908,0.0316404,11.6277404,0.021318,11.129618,2.41852862485e+28,1.80057930281,3.70483660621,0.333828414009,RC
352,,212499648,16.0614,5.9675,29.8219,2.0266,37.5847,0.7783,0.6563,1.0255,0.6128,1.4143,2.0546,2.0325,2.0762,2.0102,2.0965,13.4807,12.4135,15.3499,11.8623,17.8958,-3.5185,-3.5736,-3.474,-3.6373,-3.4373,0.0046,-0.3165,0.2002,-0.6892,0.3039,0.1452,-0.19,0.3488,-0.5772,0.4642,0.8995,0.5417,1.1214,0.1325,1.269,0.0901,-0.246,0.2936,-0.6336,0.4071,-0.1894,-0.517,0.0094,-0.8961,0.1174,-0.346,-0.6665,-0.1506,-1.0389,-0.0479,0.5904,0.2361,0.8101,-0.1696,0.9579,-1.4487,-1.7576,-1.2593,-2.1183,-1.1635,-2.035,-2.3298,-1.8516,-2.6769,-1.757,-2.1177,-2.4104,-1.9349,-2.7552,-1.8397,-2.1582,-2.4502,-1.9757,-2.794,-1.8802,-2.1046,-2.3988,-1.9217,-2.7443,-1.8278,-2.1968,-2.4883,-2.0146,-2.8314,-1.9193,-2.2118,-2.5033,-2.0299,-2.846,-1.9349,0.4193,0.1813,0.6945,-0.0636,1.0263,13.9175,13.7934,14.1022,13.702,14.3272,6074.2473,5736.948,6613.6912,5500.5707,7335.5381,5,grJHKs,14.67,0.7622,2.215,0.1897,4578,100,47.232,326.171,-0.886,0.2,-99.9,1.0447238475,10.2057833981,1,2.215,14.67,2,1,2.1,14.64,0,-99.9,-99.9,0.06,0.47,0.02,1.96,-99.9,-99.9,4.4749930606,0.0478002,11.8476002,0.1182426,12.5870426,0.079667,11.962167,2.75273858874e+28,1.85679304188,3.66067578834,0.345092929513,RC
353,,212500796,10.1463,4.9892,19.5194,2.1613,32.1429,0.8686,0.7228,1.0607,0.6313,1.358,2.5292,2.5117,2.5467,2.4951,2.5634,8.2216,7.5895,8.9751,7.1562,10.0199,-2.8252,-2.8578,-2.7955,-2.8985,-2.7696,0.8278,0.6049,1.032,0.324,1.1824,0.9036,0.673,1.1157,0.3835,1.2724,1.5267,1.2779,1.757,0.9664,1.935,0.8494,0.6187,1.0613,0.33,1.2175,0.6161,0.3919,0.8221,0.1108,0.9731,0.4959,0.2765,0.6972,0.0011,0.8445,1.2523,1.009,1.4778,0.7045,1.6504,-0.5386,-0.7493,-0.3456,-1.0141,-0.2052,-1.0465,-1.2475,-0.863,-1.5001,-0.7298,-1.1152,-1.3146,-0.9333,-1.5652,-0.8004,-1.1502,-1.3488,-0.969,-1.5986,-0.8365,-1.1218,-1.3218,-0.9386,-1.5736,-0.8048,-1.1877,-1.3858,-1.0069,-1.6348,-0.8748,-1.2046,-1.4027,-1.0235,-1.6514,-0.8916,0.3352,0.1095,0.5641,-0.0969,0.7849,12.3431,12.2003,12.4856,12.0697,12.6258,2941.8653,2754.5986,3141.3428,2593.8714,3350.9316,6,griJHKs,42.54,1.6774,5.024,0.1784,4937,100,47.537,325.077,-0.962,0.2,-99.9,1.0779063518,10.0063076991,1,5.024,42.54,3,1,4.93,42.47,1,5.11,41.7,0.079,1.06,0.02,5.3,0.16,1.3,2.1919454775,0.0382128,11.2661128,0.0945264,11.8990264,0.063688,11.360288,1.3848480555e+28,1.55843019644,3.69346312722,0.26990363095,RGB
354,,212501110,8.0057,3.9822,14.7449,2.0735,25.8789,0.9252,0.7739,1.1221,0.6645,1.362,2.6418,2.6285,2.6553,2.616,2.6676,7.4506,6.8608,8.1489,6.405,8.9171,-2.6693,-2.7048,-2.6364,-2.7409,-2.6089,0.9657,0.7381,1.1755,0.5107,1.3532,1.0302,0.7968,1.2456,0.5637,1.4288,1.6128,1.3624,1.8463,1.1132,2.0487,0.9774,0.7442,1.1925,0.5115,1.3755,0.7564,0.5294,0.9659,0.3021,1.1435,0.6456,0.423,0.8505,0.2003,1.0241,1.3517,1.1074,1.5795,0.8639,1.7767,-0.3695,-0.5841,-0.1723,-0.7992,-0.0066,-0.8556,-1.061,-0.6669,-1.267,-0.5096,-0.9213,-1.125,-0.7341,-1.3294,-0.5775,-0.9551,-1.158,-0.7687,-1.3618,-0.6129,-0.936,-1.1409,-0.7475,-1.3464,-0.5897,-0.9927,-1.1952,-0.8065,-1.3988,-0.6511,-1.011,-1.2135,-0.8246,-1.4171,-0.669,0.2753,0.028,0.5308,-0.2006,0.7841,11.4612,11.3201,11.6077,11.1843,11.7569,1959.9247,1836.6171,2096.7256,1725.2736,2245.842,5,giJHKs,55.0,1.593,5.898,0.2456,4882,100,49.225,316.369,-1.229,0.2,-99.9,1.2060298715,9.9033993116,1,5.898,55.0,3,1,5.92,54.67,1,5.92,55.8,0.086,1.24,0.13,2.62,0.23,1.0,1.5081903316,0.0313842,10.5712842,0.0776346,11.1693346,0.052307,10.657907,1.08745307611e+28,1.453438597,3.68859777508,0.276654170401,RGB
355,,212501359,10.9525,5.3461,21.3417,2.57,32.553,0.8304,0.6889,1.0224,0.6143,1.2651,2.5706,2.5513,2.5901,2.5331,2.6085,7.6665,7.0721,8.3974,6.7152,9.2275,-2.754,-2.788,-2.7227,-2.8232,-2.6954,0.8851,0.657,1.0849,0.4206,1.2133,0.9555,0.7225,1.1594,0.4811,1.2896,1.5179,1.2697,1.7345,1.0131,1.8808,0.9061,0.6732,1.1097,0.4319,1.2401,0.6851,0.4578,0.8843,0.2221,1.0105,0.5737,0.3508,0.7693,0.1193,0.8937,1.2635,1.0211,1.4751,0.7709,1.615,-0.4361,-0.652,-0.2462,-0.8761,-0.1263,-0.9176,-1.1255,-0.7341,-1.3412,-0.6179,-0.9837,-1.1898,-0.8016,-1.4038,-0.6865,-1.0187,-1.224,-0.8372,-1.437,-0.7219,-1.0113,-1.2182,-0.8288,-1.4324,-0.7125,-1.059,-1.2639,-0.8779,-1.4763,-0.7627,-1.0798,-1.2848,-0.8986,-1.4974,-0.7833,0.1324,-0.0933,0.3661,-0.294,0.5913,11.4434,11.2961,11.5955,11.1761,11.745,1943.8943,1816.4624,2084.9782,1718.8141,2233.5584,6,griJHKs,46.2,2.136,5.481,0.2165,5073,100,49.615,313.28,-1.388,0.2,-99.9,1.0152579954,10.0395132619,1,5.481,46.2,2,0,-99.9,-99.9,1,5.49,45.6,0.083,1.15,-99.9,-99.9,0.2,1.8,1.5048629759,0.0150936,10.4747936,0.0373368,11.0446368,0.025156,10.550956,1.3424269396e+28,1.54491872982,3.70526486232,0.275022944497,RGB
356,,212501900,4.4708,2.6564,7.7223,1.7507,11.7839,1.1212,0.9601,1.3066,0.8557,1.4884,3.0355,3.0251,3.0458,3.0158,3.0556,5.2131,4.851,5.5957,4.5987,5.9538,-2.12,-2.1484,-2.0917,-2.1746,-2.0699,1.6804,1.4994,1.8688,1.3485,2.0183,1.7221,1.535,1.9179,1.3789,2.074,2.2966,2.0946,2.5131,1.9317,2.6946,1.6634,1.4759,1.8587,1.3194,2.0143,1.4582,1.2764,1.647,1.1234,1.7956,1.3609,1.1834,1.5445,1.0334,1.6872,2.0449,1.8467,2.2562,1.6856,2.4322,0.3583,0.1878,0.5337,0.0414,0.6668,-0.1082,-0.2704,0.0583,-0.4113,0.1824,-0.1709,-0.3322,-0.0059,-0.4724,0.1171,-0.2008,-0.3616,-0.0366,-0.5013,0.0855,-0.1715,-0.3325,-0.0066,-0.4712,0.1174,-0.2329,-0.393,-0.0695,-0.5317,0.052,-0.2479,-0.4074,-0.0847,-0.5459,0.0374,0.3298,0.1151,0.5424,-0.0802,0.7321,10.6996,10.5641,10.8321,10.4433,10.9458,1380.1114,1296.6436,1466.9812,1226.4831,1545.7959,6,griJHKs,134.94,2.8595,11.237,0.3942,4892,100,49.675,312.813,-0.966,0.2,-99.9,1.3559468704,9.6503852423,1,11.237,134.94,3,1,11.44,134.28,1,11.46,135.6,0.136,2.37,0.04,7.61,0.37,1.6,1.0771975705,0.0375972,10.5662972,0.0930036,11.1509036,0.062662,10.654062,5.3675343789e+27,1.14680290566,3.68948644836,0.230743775647,RGB
357,,212504742,4.8958,2.4543,11.7974,1.0558,28.2618,1.0377,0.8068,1.2911,0.6367,1.6884,2.3709,2.3531,2.3884,2.3354,2.404,10.7693,9.5564,11.97,8.5698,13.6948,-3.0995,-3.1478,-3.0469,-3.2074,-3.0048,0.0653,-0.1839,0.4536,-0.4486,0.7263,0.1133,-0.1406,0.5348,-0.4016,0.8125,0.6519,0.3735,1.1256,0.1117,1.4168,0.0614,-0.1917,0.4858,-0.4521,0.7636,-0.1429,-0.3895,0.2525,-0.6529,0.5256,-0.241,-0.4833,0.1318,-0.7495,0.4017,0.4039,0.1366,0.8597,-0.1238,1.1456,-1.232,-1.4665,-0.892,-1.7395,-0.6278,-1.689,-1.9181,-1.3889,-2.1997,-1.1318,-1.7499,-1.9786,-1.457,-2.2617,-1.2022,-1.7813,-2.0096,-1.4925,-2.2941,-1.2391,-1.7738,-2.0029,-1.4835,-2.2876,-1.2297,-1.8197,-2.0482,-1.5337,-2.3332,-1.2814,-1.8392,-2.0678,-1.554,-2.3534,-1.3021,0.1629,-0.1465,0.4167,-0.5614,0.6866,13.3199,13.1519,13.4761,12.9179,13.6269,4613.0049,4269.5018,4956.9491,3833.3889,5313.5096,6,griJHKs,28.75,1.1173,3.717,0.2884,5094,100,49.41,315.594,-1.365,0.2,-99.9,1.1639226513,9.689823668,1,3.717,28.75,3,1,3.52,28.46,1,3.7,28.8,0.069,0.78,0.08,1.36,0.28,0.8,3.5230524979,0.0185706,11.5885706,0.0459378,12.1338378,0.030951,11.661851,2.69307000393e+28,1.84727571355,3.70705894063,0.371610145179,RC
